33.1975785,-87.5618713,Dr. John R. Drish House,
32.508541,-87.8351658,Gaineswood,
32.6351786,-87.3522481,Kenworthy Hall,
33.1073601,-86.8652916,Edmund King House,
33.2634704,-88.0950995,Pickens County Courthouse ,
30.706097,-88.106219,Crichton Leprechaun,
32.350121,-86.285427,Pratt Hall,
32.4130318,-87.0288107,Sturdivant Hall,
34.8285557,-87.6349779,Sweetwater Mansion,
31.5396748,-87.9858115,Eliza Battle,
31.4959199,-87.9107475,James T. Staples,
33.520808,-86.7906316,Sloss Furnaces,
33.5187153,-86.8063813,Redmont Hotel ,
33.5201956,-86.8080602,The Tutwiler Hotel ,
33.228181,-87.631792,Old Bryce Hospital,
32.3823773,-86.3049085,Lucas Tavern ,
31.3431709,-85.6109669,Bill Sketoe's Hole,
31.9901733,-87.2580032,Gaines Ridge Dinner Club,
32.4068486,-87.0177957,St. James Hotel ,
33.9262911,-86.7918724,Jack Cole Road,
34.8321635,-87.701806,Ghost Bridge,
34.0525559,-87.5519962,Highway 5 Ghost,
30.2487737,-88.0753901,Fort Gaines,
30.3938116,-88.2086642,Gwonz Road,
33.5517547,-86.9670713,Bayview Bridge,
32.4312473,-86.5746996,Bear Creek Swamp,
33.2413644,-87.483597,Holt Cemetery,
33.0027163,-87.6280528,Moundville Archaeological Park,
34.7315239,-86.5651509,Dead Children's Playground at Maple Hill Cemetery,
44.8490403,-92.9047405,Cedarhurst Mansion,
31.2086921,-86.1422212,The Dancing Ghost of Grancer Harrison,
30.6844298,-88.0740483,Kate Shepard House,
32.6751663,-85.8229867,Harper Hill Church and Cemetery,
33.2140233,-87.5391418,The University of Alabama,
60.7723705,-148.6860346,Begich Towers, Inc.,
64.831092,-147.739887,Fairbanks Memorial Hospital,
60.1260389,-149.4437947,Jesse Lee Home for Children,
63.4879,-148.821,Igloo City,
61.1886527,-149.8342055,Wendy Williamson Auditorium,
60.4769318,-164.7224104,Nightmute School,
59.4539226,-135.3185117,Red Onion Saloon,
31.711944,-110.065278,Bird Cage Theatre,
31.4423932,-109.9144646,Copper Queen Hotel, Restaurant and Bar,
35.1917144,-114.0604341,Lee Williams High School,
35.1982233,-111.6474131,Hotel Monte Vista,
33.518225,-112.004898,The Hermosa Inn,
32.222248,-110.966648,Hotel Congress,
34.7477359,-112.1150996,Jerome Grand Hotel,
33.8244764,-112.8279566,Vulture Gold Mine Landing Strip,
33.42067,-111.942669,Casey Moore's Oyster House,
33.8197697,-112.1489005,Pioneer Living History Museum,
31.442547,-109.916607,Oliver House,
31.7154103,-110.0688267,The Buford House,
35.1808322,-114.0318949,Slaughterhouse Canyon,
33.4501988,-112.0659249,Rosson House Museum at Heritage Square,
33.5758792,-112.1902173,Sahuaro Ranch Park,
31.719916,-110.0705999,Boothill Cemetery,
36.1069652,-112.1129972,Grand Canyon National Park,
36.408329,-93.73732,Crescent Hotel and Spa,
33.9530141,-91.0811314,White River Monster,
33.6345713,-91.7908184,Allen House,
34.7379511,-92.2774177,Mt Holly Cemetery,
36.402229,-93.737201,Basin Park Hotel,
34.5177445,-93.0512014,Park Hotel,
36.0696769,-94.1692467,Inn at Carnall Hall,
34.7171258,-92.0925531,Wolf Bayou Bridge,
35.8388495,-90.7044067,Forum Theatre,
34.5121851,-93.054353,The Poet's Loft,
34.3750822,-92.2920502,Old Redfield Road,
34.7581991,-92.2681322,Baker House Bed and Breakfast,
35.7946905,-90.7422911,Keller's Chapel Cemetery,
35.477102,-93.6581255,Possum Walk Cemetery,
34.7346344,-92.2758475,Cathedral Park Apartments,
33.2932863,-93.2318879,Southern Arkansas University,
34.5204191,-92.2092773,Hitchhiker of Highway 365,
34.516685,-93.0531706,Arlington Resort Hotel \\u0026 Spa,
35.907609,-91.554706,Hickory Valley Methodist Church,
41.9143678,-83.3970101,Monroe County Courthouse,
35.1611219,-93.1731459,Moore Hill Cemetery,
35.2944535,-93.1362663,Arkansas Tech University,
34.7490498,-92.2725927,Old State House Museum,
34.1308101,-93.0591234,Henderson State University,
33.438559,-92.7968893,Jones Cemetery,
35.3164775,-91.5783934,Shady Grove Cemetery,
36.0516946,-90.4985428,Arkansas Methodist Medical Center,
35.3844341,-91.6260061,Fredonia Cemetery,
36.055668,-90.487133,Collins Theatre,
34.5550101,-92.5103652,Bauxite Historical Association Museum,
35.3883026,-94.4297647,Fort Smith National Historic Site,
35.8321206,-91.5069076,Liberty Baptist Church Cemetery,
34.0857235,-94.3231771,Avon Cemetery,
35.89235551,-91.7172339,Witches Hollow,
35.8854142,-90.3495377,Monette Cemetery,
35.8335566,-90.706187,Johnson-Sanderson Mansion,
33.1019393,-93.6831784,Conway Cemetery ,
34.728002,-92.275356,The Empress of Little Rock,
34.7379511,-92.2774177,Mt Holly Cemetery,
58.3049,-134.4228185,Evergreen Cemetery,
34.0442774,-118.2507798,Stay on Main Hotel,
36.0510701,-121.4690983,Dark Watchers,
33.961683,-117.280319,Chupacabra,
33.7467471,-116.7152556,Idyll-Beast,
34.9433874,-116.8665116,Calico Ghost Town,
37.8651011,-119.5383294,Yosemite National Park,
34.1620531,-119.0434218,California State University Channel Islands,
33.7526356,-118.1903235,The Queen Mary,
34.1020231,-118.3409712,TCL Chinese Theatre,
34.0975959,-118.3281463,Pacific Cinerama Dome,
34.0820093,-118.3617361,Silent Movie Theatre (CLOSED),
34.1020096,-118.3257889,Hollywood Pantages Theatre,
34.102309,-118.3276112,Knickerbocker Hotel,
34.0951345,-118.3739278,The Comedy Store,
34.0561389,-118.2394686,Pico House,
34.1117349,-118.3861519,Wonderland Murders House,
33.9978198,-118.4109819,The Entity House,
34.1328912,-118.2802771,The Old Zoo, Griffith Park,
34.0383532,-118.2174583,Linda Vista Community Hospital,
34.0500796,-118.3172683,Rosenheim Mansion,
34.1157281,-118.2933836,Los Feliz Murder House,
34.1013717,-118.3417986,The Hollywood Roosevelt,
34.144553,-118.1645887,Colorado Street Bridge,
34.0498701,-118.2539335,Millennium Biltmore Hotel Los Angeles,
34.088778,-118.319017,Hollywood Forever Cemetery,
34.0922819,-118.4012377,Greystone Mansion,
34.0774405,-118.225022,Lincoln Heights Jail,
34.10175,-118.335621,Vogue Theatre (CLOSED),
32.7103402,-117.1612631,Horton Grand Hotel,
32.6807545,-117.1779844,Hotel del Coronado, Curio Collection by Hilton,
32.7527561,-117.1946067,Whaley House Museum,
32.708115,-117.146077,Villa Montezuma Museum,
32.7516073,-117.1932703,Cemetery of El Campo Santo,
32.754574,-117.1964137,Cosmopolitan Hotel and Restaurant,
38.2171996,-122.2729508,Greenwood Mansion,
37.971782,-121.861398,Black Diamond Mines Regional Preserve,
37.8269775,-122.4229555,Alcatraz Island,
37.8038552,-122.4172161,San Francisco Art Institute,
37.802458,-122.418207,1000 Lombard St,
37.793415,-122.429428,Whittier Mansion,
37.7908204,-122.4125078,Nob Hill Inn,
37.7904426,-122.430044,Chambers Mansion,
37.7900971,-122.4271741,1990 California St,
37.3183318,-121.9510491,Winchester Mystery House,
37.7839831,-122.483426,The Black House,
37.770185,-122.4772717,Stow Lake,
37.7872289,-122.4266139,Queen Anne Hotel,
34.1059008,-118.3012205,John Sowden House,
33.0451547,-117.2043248,Heaven’s Gate Suicide House,
38.2918245,-122.4550052,The Castro House,
34.114855,-118.374717,Bessie Love’s Cabin,
34.2776406,-119.2402606,Dudley House,
37.4315162,-122.0870711,Rengstorff House,
38.3459534,-122.971868,Potter School House,
41.7338499,-122.6380563,H.B Gillis House,
37.8199286,-122.4782551,Golden Gate Bridge,
37.4928395,-121.9142207,The House On The Hill,
34.178351,-118.912092,Stagecoach Inn Museum,
35.449962,-120.905992,Captain Cass's House,
34.0869518,-118.4121571,Clifton Webb House,
35.1010522,-120.6014625,Coffee Rice House,
34.1143587,-118.3734746,The Houdini Estate,
37.7922236,-122.4043523,Kearny Street,
34.1448279,-118.0508813,Los Angeles County Arboretum and Botanic Garden,
35.105797,-120.5810206,Pitkin-Conrow House,
32.7538811,-117.1967717,Robinson Rose House,
40.383371,-105.5191728,The Stanley Hotel,
40.1143449,-105.9359192,Augerino,
39.5507737,-107.3247784,Hotel Colorado,
39.7335137,-104.9651706,Cheesman Park,
39.737494,-104.980736,Molly Brown House Museum,
38.43943,-105.24729,Museum of Colorado Prisons,
39.733467,-104.981423,Patterson Inn,
39.7320066,-104.9615097,Denver Botanic Gardens,
39.7442785,-104.9879854,Brown Palace Hotel,
41.8738373,-71.975699,Bara-Hack,
41.8000949,-73.3570638,Dudleytown Hill,
41.591465,-72.8753401,Snedeker House,
41.7641979,-72.682467,Connecticut State Capitol,
41.3781024,-73.448487,Hearthstone Castle,
41.1863326,-73.1727116,Remington Arms Factory,
41.9629159,-72.7458955,Old New-Gate Prison \\u0026 Copper Mine,
41.8470178,-72.8109263,Abigail's Grille and Wine Bar,
41.4012227,-73.2850983,Newtown Municipal Center,
41.3509633,-71.9721266,Captain Daniel Packer Inne,
41.7137071,-72.9790597,Church of Eternal Light,
41.305895,-72.0774344,New London Ledge Lighthouse,
41.766822,-72.7003721,Harriet Beecher Stowe Center,
41.1824245,-73.1907174,Majestic Theater,
41.7642825,-72.346025,Nathan Hale Homestead Museum,
41.7109698,-72.2056791,Windham Textile \\u0026 History Museum (the Mill Museum),
41.551151,-72.822887,Undercliff Sanatorium,
41.5041639,-72.0398432,Captain Grant's Inn,
41.5561463,-72.0274932,Norwich State Hospital,
41.7068,-72.7093,Cedarcrest Hospital,
41.2352088,-73.1094592,Boothe Memorial Park,
41.55333333,-72.61972222,Connecticut Valley Hospital Cemetery,
41.3222055,-73.2630829,Stepney Cemetery,
41.5334761,-73.2064151,Curtis House Restaurant \\u0026 Inn,
41.6997303,-72.1576935,Old Windham Inn (CLOSED),
41.9080352,-72.6130655,Roberto's Real American Tavern,
41.4908779,-73.1042557,Gunntown Cemetery,
